title,subtitle,authors,narrators,series,length,release_date,language,rating,no_of_ratings,regular_price,sales_price,category,genres,url
Dark Lord of the Farmstead Part 2,,['John Broadway'],"['Jonathan Waters', 'Jessica Threet']",Dark Lord of the Farmstead,Length: 12 hrs and 15 mins,Release date: 11-15-23,Language: English,5 out of 5 stars,54 ratings,$48.99,,,[],https://www.audible.com/pd/Dark-Lord-of-the-Farmstead-Part-2-Audiobook/B0CN7PS54K?qid=1702035706&sr=1-38&ref_pageloadid=lKeM4jw2D71tFz7T&ref=a_search_c3_lProduct_1_38&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R20BT8A83HF6CKA6GJ9N&pageLoadId=QQIKujzPIO3LsNQD&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Cherish Me Forever,The Maxwell Brothers,['Layla Hagen'],"['Jacob Morgan', 'Savannah Peachwood']",The Maxwell Brothers Series,Length: 7 hrs and 9 mins,Release date: 11-22-23,Language: English,5 out of 5 stars,29 ratings,$19.95,,,[],https://www.audible.com/pd/Cherish-Me-Forever-Audiobook/B0CNTVGN7W?qid=1702035706&sr=1-39&ref_pageloadid=lKeM4jw2D71tFz7T&ref=a_search_c3_lProduct_1_39&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R20BT8A83HF6CKA6GJ9N&pageLoadId=QQIKujzPIO3LsNQD&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dungeon Heroes 2,A LitRPG Harem Fantasy,"['Shane Hammond', 'Marcus Sloss']","['Richard Brock', 'Raya Kane']",Path of Progression,Length: 12 hrs and 9 mins,Release date: 11-17-23,Language: English,5 out of 5 stars,29 ratings,$48.99,,,[],https://www.audible.com/pd/Dungeon-Heroes-2-Audiobook/B0CN7HSZ4X?qid=1702035706&sr=1-40&ref_pageloadid=lKeM4jw2D71tFz7T&ref=a_search_c3_lProduct_1_40&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R20BT8A83HF6CKA6GJ9N&pageLoadId=QQIKujzPIO3LsNQD&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Wrath of the Wendigo,,['Clay Martin'],['Terry Schappert'],,Length: 5 hrs and 32 mins,Release date: 11-03-23,Language: English,5 out of 5 stars,51 ratings,$19.95,,,[],https://www.audible.com/pd/Wrath-of-the-Wendigo-Audiobook/B0CMFTV3JB?qid=1702035706&sr=1-41&ref_pageloadid=lKeM4jw2D71tFz7T&ref=a_search_c3_lProduct_1_41&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R20BT8A83HF6CKA6GJ9N&pageLoadId=QQIKujzPIO3LsNQD&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Talk to Strangers,The Yes Theory Story,"['Matt Dahlia', 'Derin Emre']",['Matt Dahlia'],,Length: 5 hrs and 40 mins,Release date: 12-02-23,Language: English,5 out of 5 stars,21 ratings,$19.95,,,[],https://www.audible.com/pd/Talk-to-Strangers-Audiobook/B0CP2TVFDZ?qid=1702035706&sr=1-42&ref_pageloadid=lKeM4jw2D71tFz7T&ref=a_search_c3_lProduct_1_42&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R20BT8A83HF6CKA6GJ9N&pageLoadId=QQIKujzPIO3LsNQD&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Snows of Weston Moor,"A 1920s Christmas Mystery (Lord Edgington Investigates..., Book 8)",['Benedict Brown'],['George Blagden'],Lord Edgington Investigates,Length: 8 hrs and 44 mins,Release date: 11-18-23,Language: English,5 out of 5 stars,20 ratings,$48.99,,,[],https://www.audible.com/pd/The-Snows-of-Weston-Moor-Audiobook/B0CMSJ5HFN?qid=1702035706&sr=1-43&ref_pageloadid=lKeM4jw2D71tFz7T&ref=a_search_c3_lProduct_1_43&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R20BT8A83HF6CKA6GJ9N&pageLoadId=QQIKujzPIO3LsNQD&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Ultimate Guide for Adult Women with ADHD,"Overcome Attention Deficit Disorder with Proven Strategies to Master Organization, Strengthen Relationships, and Thrive",['Helen R. Mitchell'],['Barbara Fernandez'],,Length: 3 hrs and 13 mins,Release date: 11-20-23,Language: English,5 out of 5 stars,20 ratings,$14.95,,,[],https://www.audible.com/pd/The-Ultimate-Guide-for-Adult-Women-with-ADHD-Audiobook/B0CNL2NRWN?qid=1702035706&sr=1-44&ref_pageloadid=lKeM4jw2D71tFz7T&ref=a_search_c3_lProduct_1_44&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R20BT8A83HF6CKA6GJ9N&pageLoadId=QQIKujzPIO3LsNQD&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Climate Change Simplified,A Comprehensive Guide to Global Warming and Sustainable Living with 101 Essential Tips for a Greener Future and Reduced Carbon Footprint,['Alexa Ingram'],['Leanne Woodward'],,Length: 4 hrs and 33 mins,Release date: 11-10-23,Language: English,5 out of 5 stars,20 ratings,$14.95,,,[],https://www.audible.com/pd/Climate-Change-Simplified-Audiobook/B0CN3WC6BP?qid=1702035706&sr=1-45&ref_pageloadid=lKeM4jw2D71tFz7T&ref=a_search_c3_lProduct_1_45&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R20BT8A83HF6CKA6GJ9N&pageLoadId=QQIKujzPIO3LsNQD&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Devoted,"Beneath the Mask Series, Book 3",['Luna Mason'],"['Joe Arden', 'Desiree Ketchum']",Beneath the Mask Series,Length: 12 hrs and 26 mins,Release date: 11-15-23,Language: English,5 out of 5 stars,44 ratings,$24.95,,,[],https://www.audible.com/pd/Devoted-Audiobook/B0CM6V2JZR?qid=1702035706&sr=1-46&ref_pageloadid=lKeM4jw2D71tFz7T&ref=a_search_c3_lProduct_1_46&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R20BT8A83HF6CKA6GJ9N&pageLoadId=QQIKujzPIO3LsNQD&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dead Serious Case #2: Mrs Delores Abernathy,"Crawshanks Guide to the Recently Departed, Book 2",['Vawn Cassidy'],['Joel Leslie'],Crawshanks Guide to the Recently Departed,Length: 8 hrs and 34 mins,Release date: 11-17-23,Language: English,5 out of 5 stars,43 ratings,$19.95,,,[],https://www.audible.com/pd/Dead-Serious-Case-2-Mrs-Delores-Abernathy-Audiobook/B0CNHGB7SY?qid=1702035706&sr=1-47&ref_pageloadid=lKeM4jw2D71tFz7T&ref=a_search_c3_lProduct_1_47&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R20BT8A83HF6CKA6GJ9N&pageLoadId=QQIKujzPIO3LsNQD&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Thunderplump,"An Epic Fantasy LitRPG Adventure (The Completionist Chronicles, Book 11)",['Dakota Krout'],['Luke Daniels'],The Completionist Chronicles,Length: 12 hrs and 13 mins,Release date: 12-04-23,Language: English,5 out of 5 stars,31 ratings,$24.95,,,[],https://www.audible.com/pd/Thunderplump-Audiobook/B0CPFXSNQL?qid=1702035706&sr=1-48&ref_pageloadid=lKeM4jw2D71tFz7T&ref=a_search_c3_lProduct_1_48&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R20BT8A83HF6CKA6GJ9N&pageLoadId=QQIKujzPIO3LsNQD&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Rules of Dating My One-Night Stand,,"['Penelope Ward', 'Vi Keeland']","['Sebastian York', 'Vanessa Edwin']",,Length: 9 hrs and 12 mins,Release date: 11-12-23,Language: English,4.5 out of 5 stars,119 ratings,$19.95,,,[],https://www.audible.com/pd/The-Rules-of-Dating-My-One-Night-Stand-Audiobook/B0CLYMC7DZ?qid=1702035706&sr=1-49&ref_pageloadid=lKeM4jw2D71tFz7T&ref=a_search_c3_lProduct_1_49&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R20BT8A83HF6CKA6GJ9N&pageLoadId=QQIKujzPIO3LsNQD&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
We Never Go Out of Style,,['Tanzania Glover'],['Wesleigh Siobhan'],,Length: 2 hrs and 18 mins,Release date: 11-10-23,Language: English,5 out of 5 stars,19 ratings,$6.95,,,[],https://www.audible.com/pd/We-Never-Go-Out-of-Style-Audiobook/B0CN3ZV8CW?qid=1702035706&sr=1-50&ref_pageloadid=lKeM4jw2D71tFz7T&ref=a_search_c3_lProduct_1_50&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R20BT8A83HF6CKA6GJ9N&pageLoadId=QQIKujzPIO3LsNQD&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Social Media Addiction and Cell Phone Addiction Mastery Boxset,Understand the Psychology Behind Your Online Tendencies: A Mental Health Guidebook Collection to Eliminate Screen & Internet Addiction,['Gabrielle Townsend'],"['Jacki Giardina', 'Hedy V Parks']",,Length: 8 hrs and 12 mins,Release date: 12-02-23,Language: English,5 out of 5 stars,18 ratings,$19.95,,,[],https://www.audible.com/pd/Social-Media-Addiction-and-Cell-Phone-Addiction-Mastery-Boxset-Audiobook/B0CP4F9788?qid=1702035753&sr=1-51&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Clown Motel,"Welcome to the Circus, Book 4",['Lani Lynn Vale'],"['John Lane', 'Roxelana Waters']",Welcome to the Circus,Length: 5 hrs and 47 mins,Release date: 11-21-23,Language: English,5 out of 5 stars,36 ratings,$19.95,,,[],https://www.audible.com/pd/Clown-Motel-Audiobook/B0CNS6V4Y8?qid=1702035753&sr=1-52&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Embracing ChatGPT for Business Success,"Simplified Digital Solutions to Enhance Efficiency, Gain Advantage, and Optimize Cost for Entrepreneurs Skeptical About Emerging AI Technologies",['DBR Publishing'],['Emily Thiel'],,Length: 3 hrs and 49 mins,Release date: 12-03-23,Language: English,5 out of 5 stars,17 ratings,$14.95,,,[],https://www.audible.com/pd/Embracing-ChatGPT-for-Business-Success-Audiobook/B0CP6KCZLK?qid=1702035753&sr=1-53&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Murder on the Cornish Cliffs,"A Lady Eleanor Swift Mystery, Book 16",['Verity Bright'],['Karen Cass'],A Lady Eleanor Swift Mystery,Length: 8 hrs and 35 mins,Release date: 12-01-23,Language: English,5 out of 5 stars,23 ratings,$19.95,,,[],https://www.audible.com/pd/Murder-on-the-Cornish-Cliffs-Audiobook/B0CNKWD1NC?qid=1702035753&sr=1-54&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
It’s a Hell of a Midlife,"The Good to the Last Death Series, Book 10",['Robyn Peterman'],['Jessica Almasy'],Good To The Last Death,Length: 4 hrs and 49 mins,Release date: 12-04-23,Language: English,4.5 out of 5 stars,39 ratings,$22.37,,,[],https://www.audible.com/pd/Its-a-Hell-of-a-Midlife-Audiobook/B0CMF3Y18F?qid=1702035753&sr=1-55&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Small Magics,,['Ilona Andrews'],"['Hillary Huber', 'Michael Glenn']",Kate Daniels,Length: 10 hrs and 46 mins,Release date: 11-24-23,Language: English,5 out of 5 stars,32 ratings,$48.99,,,[],https://www.audible.com/pd/Small-Magics-Audiobook/B0CMS9TS3B?qid=1702035753&sr=1-56&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Ignite,,['Joan Vassar'],['JD Jackson'],,Length: 9 hrs and 46 mins,Release date: 11-24-23,Language: English,5 out of 5 stars,32 ratings,$24.49,,,[],https://www.audible.com/pd/Ignite-Audiobook/B0CMYT8FYF?qid=1702035753&sr=1-57&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Understanding Type 2 Diabetes and High Blood Pressure (2 Books in 1),"Simple Steps to Avoid Complications, Reduce Medical Expenses, Decrease Stress, and Live a Healthy & Proactive Life",['Dr. Ashley Sullivan PharmD'],['Pam Hurley'],,Length: 8 hrs and 25 mins,Release date: 11-18-23,Language: English,5 out of 5 stars,16 ratings,$19.95,,,[],https://www.audible.com/pd/Understanding-Type-2-Diabetes-and-High-Blood-Pressure-2-Books-in-1-Audiobook/B0CN7KCSLL?qid=1702035753&sr=1-58&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
On a Night Like This,"Winter Nights, Book 3",['Liz Maverick'],"['Dara Rosenberg', 'Andrew Eiden']",Winter Nights,Length: 3 hrs and 34 mins,Release date: 11-16-23,Language: English,4.5 out of 5 stars,613 ratings,$24.95,,,[],https://www.audible.com/pd/On-a-Night-Like-This-Audiobook/B0CMBVQKPT?qid=1702035753&sr=1-59&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Our Own Way 2,A Slice of Life Men's Romance,['Misty Vixen'],['Melanie Hastings'],Our Own Way,Length: 12 hrs and 41 mins,Release date: 11-17-23,Language: English,5 out of 5 stars,30 ratings,$48.99,,,[],https://www.audible.com/pd/Our-Own-Way-2-Audiobook/B0CN7G4Y8K?qid=1702035753&sr=1-60&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Brokedown Prophets,,"['S. A. Cosby', 'Kevin Hart', 'Charlamagne Tha God', 'SBH Productions']",['full cast'],,Length: 4 hrs and 9 mins,Release date: 11-22-23,Language: English,4.5 out of 5 stars,56 ratings,$24.95,,,[],https://www.audible.com/pd/Brokedown-Prophets-Audiobook/B0CN7LDGTX?qid=1702035753&sr=1-61&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Mental Health Workbook for Sensitive Teens,Emotional Growth Strategies for Nurturing Mental Health Wellness and Resilience to Find Inner Peace,"['Reshad Nazari', 'Lema Hedayat MD']",['Mandy Biggers'],,Length: 3 hrs,Release date: 12-02-23,Language: English,5 out of 5 stars,15 ratings,$14.95,,,[],https://www.audible.com/pd/Mental-Health-Workbook-for-Sensitive-Teens-Audiobook/B0CNV26MJZ?qid=1702035753&sr=1-62&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Say I Do,"Vitale Brothers, Book 3","['Brea Alepoú', 'Skyler Snow']",['Declan Winters'],Vitale Brothers,Length: 12 hrs and 27 mins,Release date: 11-20-23,Language: English,5 out of 5 stars,19 ratings,$24.95,,,[],https://www.audible.com/pd/Say-I-Do-Audiobook/B0CNQQS15Z?qid=1702035753&sr=1-63&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
End of the Line,"Rail Riders, Book 1",['Nicky James'],['Nick J. Russo'],Rail Riders,Length: 10 hrs and 56 mins,Release date: 11-16-23,Language: English,5 out of 5 stars,19 ratings,$24.95,,,[],https://www.audible.com/pd/End-of-the-Line-Audiobook/B0CNDK8X2M?qid=1702035753&sr=1-64&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dark Psychology and Gaslighting Manipulation,How to Recognize and Unmask the People Who Use Dark Power Against You & Develop Necessary Skills to Prevent Yourself from Being Manipulated,['Clarissa Fletcher'],"['Jeff Harvey', 'Marlon Jacobs']",,Length: 3 hrs and 1 min,Release date: 11-20-23,Language: English,5 out of 5 stars,26 ratings,$14.95,,,[],https://www.audible.com/pd/Dark-Psychology-and-Gaslighting-Manipulation-Audiobook/B0CNKYPCL1?qid=1702035753&sr=1-65&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Rak Chazak,An Ancient Hebrew War Cry to Inspire Extraordinary Courage in Your Everyday Life.,['Cody Bobay'],"['Cody Bobay', 'Paul Cartwright']",,Length: 2 hrs and 58 mins,Release date: 11-28-23,Language: English,5 out of 5 stars,14 ratings,$6.95,,,[],https://www.audible.com/pd/Rak-Chazak-Audiobook/B0CP4M3WS8?qid=1702035753&sr=1-66&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Natural Medicine Guidebook,"How to Source, Grow, and Make Your Own Herbal Remedies, Including Teas, Essential Oils, and Infusions",['Stephen H Sharp'],['Courtney Pinkerton'],,Length: 4 hrs and 32 mins,Release date: 12-04-23,Language: English,5 out of 5 stars,14 ratings,$14.95,,,[],https://www.audible.com/pd/The-Natural-Medicine-Guidebook-Audiobook/B0CP6V97NG?qid=1702035753&sr=1-67&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Smart Money,The Practical Guide to Personal Finance for Teens and Young Adults: Empower Your Financial Future with Essential Money Skills and Strategies,['Amy Acevedo'],['Kate Jensen'],,Length: 3 hrs and 55 mins,Release date: 12-03-23,Language: English,5 out of 5 stars,15 ratings,$14.95,,,[],https://www.audible.com/pd/Smart-Money-Audiobook/B0CP4STW84?qid=1702035753&sr=1-68&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Discovering America's National Parks,A Complete Guide,['William Peterson'],['Gary Middleton'],,Length: 4 hrs and 39 mins,Release date: 11-20-23,Language: English,5 out of 5 stars,14 ratings,$14.95,,,[],https://www.audible.com/pd/Discovering-Americas-National-Parks-Audiobook/B0CNL4TQXV?qid=1702035753&sr=1-69&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Ice,"Guardian Security Shadow World, Book 11",['Kris Michaels'],['Matt Haynes'],Guardian Security Shadow World,Length: 6 hrs and 47 mins,Release date: 11-10-23,Language: English,5 out of 5 stars,18 ratings,$19.95,,,[],https://www.audible.com/pd/Ice-Audiobook/B0CN3M8DM5?qid=1702035753&sr=1-70&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Path of Stars,"Guardian of Aster Fall, Book 5",['David North'],"['John Pirhalla', 'Stephanie Nemeth-Parker']",Guardian of Aster Fall,Length: 20 hrs and 2 mins,Release date: 11-10-23,Language: English,4.5 out of 5 stars,41 ratings,$29.95,,,[],https://www.audible.com/pd/Path-of-Stars-Audiobook/B0CN1M6HPR?qid=1702035753&sr=1-71&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_21&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Turkeys,,"['Lucy Lennox', 'May Arhcer']",['Michael Dean'],Licking Thicket,Length: 5 hrs and 52 mins,Release date: 11-22-23,Language: English,5 out of 5 stars,18 ratings,$19.95,,,[],https://www.audible.com/pd/Turkeys-Audiobook/B0CNTTDQKP?qid=1702035753&sr=1-72&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_22&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Rebel Heart,"Saint View Rebels, Book 3",['Elle Thorpe'],"['Michelle Sparks', 'Michael Gallagher', 'Gregory Salinas', 'Troy Duran']",Saint View Rebels,Length: 10 hrs and 39 mins,Release date: 11-17-23,Language: English,5 out of 5 stars,17 ratings,$24.95,,,[],https://www.audible.com/pd/Rebel-Heart-Audiobook/B0CNHWPNJV?qid=1702035753&sr=1-73&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_23&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Let's Do This,,['Loren Leigh'],"['Liam DiCosimo', 'Tim Paige']",,Length: 10 hrs and 34 mins,Release date: 11-21-23,Language: English,5 out of 5 stars,18 ratings,$24.95,,,[],https://www.audible.com/pd/Lets-Do-This-Audiobook/B0CNSL2SP7?qid=1702035753&sr=1-74&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_24&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Unconditional,,['Q.B. Tyler'],"['Christian Fox', 'Addison Barnes']",,Length: 8 hrs and 59 mins,Release date: 11-06-23,Language: English,4.5 out of 5 stars,37 ratings,$19.95,,,[],https://www.audible.com/pd/Unconditional-Audiobook/B0CM4PDJYJ?qid=1702035753&sr=1-75&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_25&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
